TRI Incident Number,Subject Injury Level,Subject Injured,Age,Subject Race,Subject Gender,Force Against MOS,Subject Used Force
2024133962040,No Injury,N,36,BLACK,MALE,Physical Force,Y
2020051962043,No Injury,N,16,BLACK,MALE,Physical Force,Y
2020051962106,No Injury,N,16,BLACK,MALE,Physical Force,Y
2020063962109,No Injury,N,16,BLACK,MALE,Physical Force,Y
2020065962135,No Injury,N,16,BLACK,MALE,Physical Force,Y
2020066962027,No Injury,N,16,BLACK,MALE,Physical Force,Y
2020066962066,No Injury,N,16,BLACK,MALE,Physical Force,Y
2020066962174,No Injury,N,16,BLACK,MALE,Physical Force,Y
2020066962232,No Injury,N,16,BLACK,MALE,Physical Force,Y
2020066962233,No Injury,N,16,BLACK,MALE,Physical Force,Y
2020079962100,No Injury,N,16,BLACK,MALE,Physical Force,Y
2020080962034,No Injury,N,16,BLACK,MALE,Physical Force,Y
2020081962022,No Injury,N,16,BLACK,MALE,Physical Force,Y
2020082962042,No Injury,N,16,BLACK,MALE,Physical Force,Y
2020082962052,No Injury,N,16,BLACK,MALE,Physical Force,Y
2020082962080,No Injury,N,16,BLACK,MALE,Physical Force,Y
2020086962184,No Injury,N,16,BLACK,MALE,Physical Force,Y
2020090962027,No Injury,N,16,BLACK,MALE,Physical Force,Y
2020092962058,No Injury,N,16,BLACK,MALE,Physical Force,Y
2020094962278,No Injury,N,16,BLACK,MALE,Physical Force,Y
2020097962043,No Injury,N,16,BLACK,MALE,Physical Force,Y
2020103962165,No Injury,N,16,BLACK,MALE,Physical Force,Y
2020122962118,No Injury,N,16,BLACK,MALE,Physical Force,Y
2020122962217,No Injury,N,16,BLACK,MALE,Physical Force,Y
2020123962053,No Injury,N,16,BLACK,MALE,Physical Force,Y
2020125962061,No Injury,N,16,BLACK,MALE,Physical Force,Y
2020126962056,No Injury,N,16,BLACK,MALE,Physical Force,Y
2020132962031,No Injury,N,16,BLACK,MALE,Physical Force,Y
2020132962129,No Injury,N,16,BLACK,MALE,Physical Force,Y
2020140962032,No Injury,N,16,BLACK,MALE,Physical Force,Y
2021026962050,No Injury,N,16,BLACK,MALE,Physical Force,Y
2021028962083,No Injury,N,16,BLACK,MALE,Physical Force,Y
2021033962245,No Injury,N,16,BLACK,MALE,Physical Force,Y
2021037962041,No Injury,N,16,BLACK,MALE,Physical Force,Y
2021039962051,No Injury,N,16,BLACK,MALE,Physical Force,Y
2021042962062,No Injury,N,16,BLACK,MALE,Physical Force,Y
2021043962085,No Injury,N,16,BLACK,MALE,Physical Force,Y
2021051962070,No Injury,N,16,BLACK,MALE,Physical Force,Y
2021060962094,No Injury,N,16,BLACK,MALE,Physical Force,Y
2021061962100,No Injury,N,16,BLACK,MALE,Physical Force,Y
2021061962147,No Injury,N,16,BLACK,MALE,Physical Force,Y
2021062962119,No Injury,N,16,BLACK,MALE,Physical Force,Y
2021063962131,No Injury,N,16,BLACK,MALE,Physical Force,Y
2021065962085,No Injury,N,16,BLACK,MALE,Physical Force,Y
2021065962179,No Injury,N,16,BLACK,MALE,Physical Force,Y
2021065962245,No Injury,N,16,BLACK,MALE,Physical Force,Y
2021065962246,No Injury,N,16,BLACK,MALE,Physical Force,Y
2021067962121,No Injury,N,16,BLACK,MALE,Physical Force,Y
2021068962031,No Injury,N,16,BLACK,MALE,Physical Force,Y
2021071962154,No Injury,N,16,BLACK,MALE,Physical Force,Y
2021071962179,No Injury,N,16,BLACK,MALE,Physical Force,Y
2021079962113,No Injury,N,16,BLACK,MALE,Physical Force,Y
2021079962117,No Injury,N,16,BLACK,MALE,Physical Force,Y
2021079962118,No Injury,N,16,BLACK,MALE,Physical Force,Y
2021079962120,No Injury,N,16,BLACK,MALE,Physical Force,Y
2021082962038,No Injury,N,16,BLACK,MALE,Physical Force,Y
2021082962044,No Injury,N,16,BLACK,MALE,Physical Force,Y
2021082962072,No Injury,N,16,BLACK,MALE,Physical Force,Y
2021086962143,No Injury,N,16,BLACK,MALE,Physical Force,Y
2021089962129,No Injury,N,16,BLACK,MALE,Physical Force,Y
2021092962164,No Injury,N,16,BLACK,MALE,Physical Force,Y
2021092962188,No Injury,N,16,BLACK,MALE,Physical Force,Y
2021094962087,No Injury,N,16,BLACK,MALE,Physical Force,Y
2021094962293,No Injury,N,16,BLACK,MALE,Physical Force,Y
2021096962047,No Injury,N,16,BLACK,MALE,Physical Force,Y
2021096962074,No Injury,N,16,BLACK,MALE,Physical Force,Y
2021120962102,No Injury,N,16,BLACK,MALE,Physical Force,Y
2021132962082,No Injury,N,16,BLACK,MALE,Physical Force,Y
2021133962023,No Injury,N,16,BLACK,MALE,Physical Force,Y
2021140962095,No Injury,N,16,BLACK,MALE,Physical Force,Y
2021142962033,No Injury,N,16,BLACK,MALE,Physical Force,Y
2022033962318,No Injury,N,16,BLACK,MALE,Physical Force,Y
2022042962148,No Injury,N,16,BLACK,MALE,Physical Force,Y
2022043962034,No Injury,N,16,BLACK,MALE,Physical Force,Y
2022047962040,No Injury,N,16,BLACK,MALE,Physical Force,Y
2022059962015,No Injury,N,16,BLACK,MALE,Physical Force,Y
2022063962136,No Injury,N,16,BLACK,MALE,Physical Force,Y
2022063962236,No Injury,N,16,BLACK,MALE,Physical Force,Y
2022066962228,No Injury,N,16,BLACK,MALE,Physical Force,Y
2022067962054,No Injury,N,16,BLACK,MALE,Physical Force,Y
2022067962054,No Injury,N,16,BLACK,MALE,Physical Force,Y
2022067962066,No Injury,N,16,BLACK,MALE,Physical Force,Y
2022067962138,No Injury,N,16,BLACK,MALE,Physical Force,Y
2022079962022,No Injury,N,16,BLACK,MALE,Physical Force,Y
2022082962022,No Injury,N,16,BLACK,MALE,Physical Force,Y
2022086962037,No Injury,N,16,BLACK,MALE,Physical Force,Y
2022086962063,No Injury,N,16,BLACK,MALE,Physical Force,Y
2022086962212,No Injury,N,16,BLACK,MALE,Physical Force,Y
2022088962027,No Injury,N,16,BLACK,MALE,Physical Force,Y
2022089962160,No Injury,N,16,BLACK,MALE,Physical Force,Y
2022090962045,No Injury,N,16,BLACK,MALE,Physical Force,Y
2022092962069,No Injury,N,16,BLACK,MALE,Physical Force,Y
2022094962210,No Injury,N,16,BLACK,MALE,Physical Force,Y
2022097962016,No Injury,N,16,BLACK,MALE,Physical Force,Y
2022097962016,No Injury,N,16,BLACK,MALE,Physical Force,Y
2022098962026,No Injury,N,16,BLACK,MALE,Physical Force,Y
2022098962081,No Injury,N,16,BLACK,MALE,Physical Force,Y
2022109962099,No Injury,N,16,BLACK,MALE,Physical Force,Y
2022109962100,No Injury,N,16,BLACK,MALE,Physical Force,Y
2022119962028,No Injury,N,16,BLACK,MALE,Physical Force,Y
2022120962162,No Injury,N,16,BLACK,MALE,Physical Force,Y
2022121962071,No Injury,N,16,BLACK,MALE,Physical Force,Y
2022122962164,No Injury,N,16,BLACK,MALE,Physical Force,Y
2022124962061,No Injury,N,16,BLACK,MALE,Physical Force,Y
2022127962040,No Injury,N,16,BLACK,MALE,Physical Force,Y
2022131962050,No Injury,N,16,BLACK,MALE,Physical Force,Y
2022133962202,No Injury,N,16,BLACK,MALE,Physical Force,Y
2022139962102,No Injury,N,16,BLACK,MALE,Physical Force,Y
2022139962135,No Injury,N,16,BLACK,MALE,Physical Force,Y
2022140962018,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023020962074,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023028962109,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023029962045,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023039962038,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023042962068,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023044962028,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023044962100,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023045962042,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023047962060,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023060962139,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023060962177,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023061962216,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023062962070,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023063962096,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023063962106,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023063962206,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023063962470,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023064962173,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023065962137,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023065962140,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023065962212,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023065962215,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023066962019,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023066962292,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023068962069,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023071962039,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023079962057,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023079962069,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023079962179,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023086962107,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023086962255,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023088962054,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023088962132,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023090962128,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023090962132,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023090962141,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023091962075,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023092962143,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023092962287,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023094962041,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023094962127,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023094962165,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023094962238,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023094962263,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023094962380,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023094962469,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023094962486,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023095962061,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023095962066,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023095962066,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023095962066,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023096962115,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023096962136,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023097962075,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023097962075,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023098962021,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023098962051,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023100962055,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023103962288,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023119962066,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023122962169,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023122962280,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023122962341,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023124962017,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023124962060,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023124962186,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023125962047,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023125962093,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023125962118,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023126962095,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023126962100,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023132962076,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023132962141,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023139962124,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023139962264,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023140962025,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023141962045,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023141962075,No Injury,N,16,BLACK,MALE,Physical Force,Y
2023141962075,No Injury,N,16,BLACK,MALE,Physical Force,Y
2024032962032,No Injury,N,16,BLACK,MALE,Physical Force,Y
2024042962058,No Injury,N,16,BLACK,MALE,Physical Force,Y
2024060962028,No Injury,N,16,BLACK,MALE,Physical Force,Y
2024061962027,No Injury,N,16,BLACK,MALE,Physical Force,Y
2024063962029,No Injury,N,16,BLACK,MALE,Physical Force,Y
2024063962068,No Injury,N,16,BLACK,MALE,Physical Force,Y
2024064962030,No Injury,N,16,BLACK,MALE,Physical Force,Y
2024071962067,No Injury,N,16,BLACK,MALE,Physical Force,Y
2024082962036,No Injury,N,16,BLACK,MALE,Physical Force,Y
2024086962037,No Injury,N,16,BLACK,MALE,Physical Force,Y
2024094962044,No Injury,N,16,BLACK,MALE,Physical Force,Y
2024094962082,No Injury,N,16,BLACK,MALE,Physical Force,Y
2024096962049,No Injury,N,16,BLACK,MALE,Physical Force,Y
2024100962049,No Injury,N,16,BLACK,MALE,Physical Force,Y
2024100962056,No Injury,N,16,BLACK,MALE,Physical Force,Y
2024120962041,No Injury,N,16,BLACK,MALE,Physical Force,Y
2024124962035,No Injury,N,16,BLACK,MALE,Physical Force,Y
2024127962043,No Injury,N,16,BLACK,MALE,Physical Force,Y
2024139962066,No Injury,N,16,BLACK,MALE,Physical Force,Y
2020026962049,No Injury,N,40,BLACK,MALE,Physical Force,Y
2020032962141,No Injury,N,40,BLACK,MALE,Physical Force,Y
2020037962136,No Injury,N,40,BLACK,MALE,Physical Force,Y
2020042962023,No Injury,N,40,BLACK,MALE,Physical Force,Y
2020044962067,No Injury,N,40,BLACK,MALE,Physical Force,Y
2020047962055,No Injury,N,40,BLACK,MALE,Physical Force,Y
2020051962095,No Injury,N,40,BLACK,MALE,Physical Force,Y
2020052962088,No Injury,N,40,BLACK,MALE,Physical Force,Y
2020059962304,No Injury,N,40,BLACK,MALE,Physical Force,Y
2020061962170,No Injury,N,40,BLACK,MALE,Physical Force,Y
2020061962184,No Injury,N,40,BLACK,MALE,Physical Force,Y
2020062962126,No Injury,N,40,BLACK,MALE,Physical Force,Y
2020063962047,No Injury,N,40,BLACK,MALE,Physical Force,Y
2020066962099,No Injury,N,40,BLACK,MALE,Physical Force,Y
2020066962205,No Injury,N,40,BLACK,MALE,Physical Force,Y
2020066962209,No Injury,N,40,BLACK,MALE,Physical Force,Y
2020067962075,No Injury,N,40,BLACK,MALE,Physical Force,Y
2020067962125,No Injury,N,40,BLACK,MALE,Physical Force,Y
2020069962019,No Injury,N,40,BLACK,MALE,Physical Force,Y
2020069962049,No Injury,N,40,BLACK,MALE,Physical Force,Y
2020079962136,No Injury,N,40,BLACK,MALE,Physical Force,Y
2020086962072,No Injury,N,40,BLACK,MALE,Physical Force,Y
2020086962104,No Injury,N,40,BLACK,MALE,Physical Force,Y
2020086962138,No Injury,N,40,BLACK,MALE,Physical Force,Y
2020088962030,No Injury,N,40,BLACK,MALE,Physical Force,Y
2020090962078,No Injury,N,40,BLACK,MALE,Physical Force,Y
2020092962078,No Injury,N,40,BLACK,MALE,Physical Force,Y
2020098962053,No Injury,N,40,BLACK,MALE,Physical Force,Y
2020098962058,No Injury,N,40,BLACK,MALE,Physical Force,Y
2020098962091,No Injury,N,40,BLACK,MALE,Physical Force,Y
2020098962116,No Injury,N,40,BLACK,MALE,Physical Force,Y
2020098962130,No Injury,N,40,BLACK,MALE,Physical Force,Y
2020103962031,No Injury,N,40,BLACK,MALE,Physical Force,Y
2020122962041,No Injury,N,40,BLACK,MALE,Physical Force,Y
2020126962077,No Injury,N,40,BLACK,MALE,Physical Force,Y
2020133962036,No Injury,N,40,BLACK,MALE,Physical Force,Y
2021026962087,No Injury,N,40,BLACK,MALE,Physical Force,Y
2021026962103,No Injury,N,40,BLACK,MALE,Physical Force,Y
2021028962105,No Injury,N,40,BLACK,MALE,Physical Force,Y
2021029962032,No Injury,N,40,BLACK,MALE,Physical Force,Y
2021029962043,No Injury,N,40,BLACK,MALE,Physical Force,Y
2021029962054,No Injury,N,40,BLACK,MALE,Physical Force,Y
2021033962203,No Injury,N,40,BLACK,MALE,Physical Force,Y
2021043962029,No Injury,N,40,BLACK,MALE,Physical Force,Y
2021044962087,No Injury,N,40,BLACK,MALE,Physical Force,Y
2021049962049,No Injury,N,40,BLACK,MALE,Physical Force,Y
2021059962232,No Injury,N,40,BLACK,MALE,Physical Force,Y
2021061962151,No Injury,N,40,BLACK,MALE,Physical Force,Y
2021065962040,No Injury,N,40,BLACK,MALE,Physical Force,Y
2021066962106,No Injury,N,40,BLACK,MALE,Physical Force,Y
2021067962045,No Injury,N,40,BLACK,MALE,Physical Force,Y
2021079962020,No Injury,N,40,BLACK,MALE,Physical Force,Y
2021080962053,No Injury,N,40,BLACK,MALE,Physical Force,Y
2021082962019,No Injury,N,40,BLACK,MALE,Physical Force,Y
2021086962036,No Injury,N,40,BLACK,MALE,Physical Force,Y
2021086962216,No Injury,N,40,BLACK,MALE,Physical Force,Y
2021088962103,No Injury,N,40,BLACK,MALE,Physical Force,Y
2021089962026,No Injury,N,40,BLACK,MALE,Physical Force,Y
2021089962085,No Injury,N,40,BLACK,MALE,Physical Force,Y
2021090962119,No Injury,N,40,BLACK,MALE,Physical Force,Y
2021090962139,No Injury,N,40,BLACK,MALE,Physical Force,Y
2021092962059,No Injury,N,40,BLACK,MALE,Physical Force,Y
2021094962110,No Injury,N,40,BLACK,MALE,Physical Force,Y
2021094962237,No Injury,N,40,BLACK,MALE,Physical Force,Y
2021096962109,No Injury,N,40,BLACK,MALE,Physical Force,Y
2021097962016,No Injury,N,40,BLACK,MALE,Physical Force,Y
2021098962029,No Injury,N,40,BLACK,MALE,Physical Force,Y
2021100962037,No Injury,N,40,BLACK,MALE,Physical Force,Y
2021103962041,No Injury,N,40,BLACK,MALE,Physical Force,Y
2021109962107,No Injury,N,40,BLACK,MALE,Physical Force,Y
2021120962040,No Injury,N,40,BLACK,MALE,Physical Force,Y
2021120962075,No Injury,N,40,BLACK,MALE,Physical Force,Y
2021122962098,No Injury,N,40,BLACK,MALE,Physical Force,Y
2021139962047,No Injury,N,40,BLACK,MALE,Physical Force,Y
2021140962096,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022020962015,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022025962062,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022025962122,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022026962018,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022029962033,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022033962054,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022033962120,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022033962337,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022037962095,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022038962121,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022042962071,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022042962072,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022043962087,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022047962035,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022047962163,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022051962031,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022059962282,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022061962129,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022061962228,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022061962241,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022062962084,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022062962152,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022062962192,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022062962206,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022063962054,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022063962092,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022064962126,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022065962365,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022066962178,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022066962215,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022067962118,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022079962074,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022080962041,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022082962091,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022086962054,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022086962165,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022086962246,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022088962098,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022089962051,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022089962154,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022091962081,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022092962136,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022092962252,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022092962300,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022094962098,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022096962047,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022096962084,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022098962099,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022100962025,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022100962105,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022103962234,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022109962069,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022109962142,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022120962140,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022121962031,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022122962179,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022123962076,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022124962132,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022133962107,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022134962116,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022139962036,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022139962055,No Injury,N,40,BLACK,MALE,Physical Force,Y
2022139962080,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023020962079,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023024962091,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023025962040,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023026962016,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023028962087,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023032962015,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023032962160,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023033962044,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023033962058,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023037962099,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023037962146,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023037962152,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023042962111,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023043962030,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023044962114,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023044962125,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023049962031,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023059962072,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023059962462,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023061962292,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023062962017,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023063962308,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023063962403,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023063962488,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023064962028,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023064962133,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023065962034,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023066962078,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023067962237,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023079962032,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023079962044,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023079962120,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023079962153,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023086962265,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023087962031,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023088962033,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023089962121,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023089962169,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023090962140,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023092962170,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023094962295,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023095962046,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023095962084,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023096962142,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023097962059,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023098962178,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023102962045,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023103962149,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023107962091,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023122962047,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023122962361,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023132962120,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023132962205,No Injury,N,40,BLACK,MALE,Physical Force,Y
2023139962051,No Injury,N,40,BLACK,MALE,Physical Force,Y
2024020962040,No Injury,N,40,BLACK,MALE,Physical Force,Y
2024042962037,No Injury,N,40,BLACK,MALE,Physical Force,Y
2024079962035,No Injury,N,40,BLACK,MALE,Physical Force,Y
2024080962033,No Injury,N,40,BLACK,MALE,Physical Force,Y
2024095962023,No Injury,N,40,BLACK,MALE,Physical Force,Y
2024095962029,No Injury,N,40,BLACK,MALE,Physical Force,Y
2024100962032,No Injury,N,40,BLACK,MALE,Physical Force,Y
2024124962043,No Injury,N,40,BLACK,MALE,Physical Force,Y
2024134962065,No Injury,N,40,BLACK,MALE,Physical Force,Y
2024139962050,No Injury,N,40,BLACK,MALE,Physical Force,Y
2020028962150,No Injury,N,39,BLACK,MALE,Physical Force,Y
2020033962025,No Injury,N,39,BLACK,MALE,Physical Force,Y
2020033962083,No Injury,N,39,BLACK,MALE,Physical Force,Y
2020033962182,No Injury,N,39,BLACK,MALE,Physical Force,Y
2020037962091,No Injury,N,39,BLACK,MALE,Physical Force,Y
2020037962134,No Injury,N,39,BLACK,MALE,Physical Force,Y
2020037962135,No Injury,N,39,BLACK,MALE,Physical Force,Y
2020051962057,No Injury,N,39,BLACK,MALE,Physical Force,Y
2020059962178,No Injury,N,39,BLACK,MALE,Physical Force,Y
2020059962239,No Injury,N,39,BLACK,MALE,Physical Force,Y
2020061962107,No Injury,N,39,BLACK,MALE,Physical Force,Y
2020062962073,No Injury,N,39,BLACK,MALE,Physical Force,Y
