TRI Incident Number,Subject Injury Level,Subject Injured,Age,Subject Race,Subject Gender,Force Against MOS,Subject Used Force
2022122962209,Physical Injury,Y,18,BLACK,FEMALE,Physical Force,Y
2022122962222,Physical Injury,Y,63,BLACK,FEMALE,Physical Force,Y
2022122962233,Physical Injury,Y,44,BLACK,FEMALE,Physical Force,Y
2022122962245,Physical Injury,Y,33,BLACK,FEMALE,Physical Force,Y
2022122962251,Physical Injury,Y,33,BLACK,FEMALE,Physical Force,Y
2022122962273,Physical Injury,Y,22,BLACK,FEMALE,Physical Force,Y
2022122962313,Physical Injury,Y,25,BLACK,FEMALE,Physical Force,Y
2022124962078,Physical Injury,Y,26,BLACK,FEMALE,Physical Force,Y
2022125962051,Physical Injury,Y,56,BLACK,FEMALE,Physical Force,Y
2022126962051,Physical Injury,Y,16,BLACK,FEMALE,Physical Force,Y
2022127962025,Physical Injury,Y,24,BLACK,FEMALE,Physical Force,Y
2022132962052,Physical Injury,Y,70,BLACK,FEMALE,Physical Force,Y
2022133962017,Physical Injury,Y,41,BLACK,FEMALE,Physical Force,Y
2022133962057,Physical Injury,Y,24,BLACK,FEMALE,Physical Force,Y
2022133962093,Physical Injury,Y,35,BLACK,FEMALE,Physical Force,Y
2022133962105,Physical Injury,Y,25,BLACK,FEMALE,Physical Force,Y
2022133962148,Physical Injury,Y,41,BLACK,FEMALE,Physical Force,Y
2022139962198,Physical Injury,Y,18,BLACK,FEMALE,Physical Force,Y
2022139962245,Physical Injury,Y,43,BLACK,FEMALE,Physical Force,Y
2022140962055,Physical Injury,Y,,BLACK,FEMALE,Physical Force,Y
2023020962048,Physical Injury,Y,21,BLACK,FEMALE,Physical Force,Y
2023020962177,Physical Injury,Y,31,BLACK,FEMALE,Physical Force,Y
2023025962024,Physical Injury,Y,44,BLACK,FEMALE,Physical Force,Y
2023025962136,Physical Injury,Y,29,BLACK,FEMALE,Physical Force,Y
2023026962056,Physical Injury,Y,21,BLACK,FEMALE,Physical Force,Y
2023026962074,Physical Injury,Y,25,BLACK,FEMALE,Physical Force,Y
2023026962101,Physical Injury,Y,29,BLACK,FEMALE,Physical Force,Y
2023026962108,Physical Injury,Y,22,BLACK,FEMALE,Physical Force,Y
2023028962123,Physical Injury,Y,35,BLACK,FEMALE,Physical Force,Y
2023032962067,Physical Injury,Y,30,BLACK,FEMALE,Physical Force,Y
2023032962102,Physical Injury,Y,15,BLACK,FEMALE,Physical Force,Y
2023032962157,Physical Injury,Y,12,BLACK,FEMALE,Physical Force,Y
2023033962075,Physical Injury,Y,,BLACK,FEMALE,Physical Force,Y
2023036962026,Physical Injury,Y,25,BLACK,FEMALE,Physical Force,Y
2023036962026,Physical Injury,Y,37,BLACK,FEMALE,Physical Force,Y
2023036962038,Physical Injury,Y,32,BLACK,FEMALE,Physical Force,Y
2023036962042,Physical Injury,Y,34,BLACK,FEMALE,Physical Force,Y
2023036962068,Physical Injury,Y,29,BLACK,FEMALE,Physical Force,Y
2023036962076,Physical Injury,Y,62,BLACK,FEMALE,Physical Force,Y
2023037962037,Physical Injury,Y,28,BLACK,FEMALE,Physical Force,Y
2023037962066,Physical Injury,Y,33,BLACK,FEMALE,Physical Force,Y
2023037962144,Physical Injury,Y,42,BLACK,FEMALE,Physical Force,Y
2023042962045,Physical Injury,Y,,BLACK,FEMALE,Physical Force,Y
2023042962081,Physical Injury,Y,28,BLACK,FEMALE,Physical Force,Y
2023042962158,Physical Injury,Y,31,BLACK,FEMALE,Physical Force,Y
2023043962052,Physical Injury,Y,44,BLACK,FEMALE,Physical Force,Y
2023044962069,Physical Injury,Y,24,BLACK,FEMALE,Physical Force,Y
2023044962136,Physical Injury,Y,26,BLACK,FEMALE,Physical Force,Y
2023045962033,Physical Injury,Y,20,BLACK,FEMALE,Physical Force,Y
2023045962060,Physical Injury,Y,29,BLACK,FEMALE,Physical Force,Y
2023047962025,Physical Injury,Y,35,BLACK,FEMALE,Physical Force,Y
2023047962054,Physical Injury,Y,21,BLACK,FEMALE,Physical Force,Y
2023047962136,Physical Injury,Y,19,BLACK,FEMALE,Physical Force,Y
2023047962147,Physical Injury,Y,22,BLACK,FEMALE,Physical Force,Y
2023049962114,Physical Injury,Y,30,BLACK,FEMALE,Physical Force,Y
2023051962205,Physical Injury,Y,32,BLACK,FEMALE,Physical Force,Y
2023052962093,Physical Injury,Y,22,BLACK,FEMALE,Physical Force,Y
2023053962148,Physical Injury,Y,25,BLACK,FEMALE,Physical Force,Y
2023059962058,Physical Injury,Y,36,BLACK,FEMALE,Physical Force,Y
2023059962182,Physical Injury,Y,18,BLACK,FEMALE,Physical Force,Y
2023059962240,Physical Injury,Y,28,BLACK,FEMALE,Physical Force,Y
2023059962290,Physical Injury,Y,33,BLACK,FEMALE,Physical Force,Y
2023059962330,Physical Injury,Y,32,BLACK,FEMALE,Physical Force,Y
2023059962483,Physical Injury,Y,27,BLACK,FEMALE,Physical Force,Y
2023060962082,Physical Injury,Y,22,BLACK,FEMALE,Physical Force,Y
2023060962111,Physical Injury,Y,33,BLACK,FEMALE,Physical Force,Y
2023060962138,Physical Injury,Y,30,BLACK,FEMALE,Physical Force,Y
2023060962162,Physical Injury,Y,42,BLACK,FEMALE,Physical Force,Y
2023060962209,Physical Injury,Y,32,BLACK,FEMALE,Physical Force,Y
2023061962137,Physical Injury,Y,19,BLACK,FEMALE,Physical Force,Y
2023061962145,Physical Injury,Y,29,BLACK,FEMALE,Physical Force,Y
2023061962155,Physical Injury,Y,23,BLACK,FEMALE,Physical Force,Y
2023061962159,Physical Injury,Y,55,BLACK,FEMALE,Physical Force,Y
2023061962179,Physical Injury,Y,62,BLACK,FEMALE,Physical Force,Y
2023061962314,Physical Injury,Y,38,BLACK,FEMALE,Physical Force,Y
2023062962033,Physical Injury,Y,22,BLACK,FEMALE,Physical Force,Y
2023062962104,Physical Injury,Y,29,BLACK,FEMALE,Physical Force,Y
2023062962147,Physical Injury,Y,35,BLACK,FEMALE,Physical Force,Y
2023062962153,Physical Injury,Y,35,BLACK,FEMALE,Physical Force,Y
2023063962162,Physical Injury,Y,24,BLACK,FEMALE,Physical Force,Y
2023063962278,Physical Injury,Y,23,BLACK,FEMALE,Physical Force,Y
2023063962438,Physical Injury,Y,31,BLACK,FEMALE,Physical Force,Y
2023063962447,Physical Injury,Y,33,BLACK,FEMALE,Physical Force,Y
2023063962487,Physical Injury,Y,23,BLACK,FEMALE,Physical Force,Y
2023064962104,Physical Injury,Y,27,BLACK,FEMALE,Physical Force,Y
2023065962020,Physical Injury,Y,25,BLACK,FEMALE,Physical Force,Y
2023065962044,Physical Injury,Y,35,BLACK,FEMALE,Physical Force,Y
2023065962210,Physical Injury,Y,32,BLACK,FEMALE,Physical Force,Y
2023065962419,Physical Injury,Y,21,BLACK,FEMALE,Physical Force,Y
2023066962134,Physical Injury,Y,17,BLACK,FEMALE,Physical Force,Y
2023066962162,Physical Injury,Y,43,BLACK,FEMALE,Physical Force,Y
2023066962218,Physical Injury,Y,23,BLACK,FEMALE,Physical Force,Y
2023066962266,Physical Injury,Y,23,BLACK,FEMALE,Physical Force,Y
2023067962022,Physical Injury,Y,30,BLACK,FEMALE,Physical Force,Y
2023067962070,Physical Injury,Y,26,BLACK,FEMALE,Physical Force,Y
2023067962099,Physical Injury,Y,37,BLACK,FEMALE,Physical Force,Y
2023067962173,Physical Injury,Y,31,BLACK,FEMALE,Physical Force,Y
2023069962035,Physical Injury,Y,35,BLACK,FEMALE,Physical Force,Y
2023071962066,Physical Injury,Y,34,BLACK,FEMALE,Physical Force,Y
2023071962201,Physical Injury,Y,46,BLACK,FEMALE,Physical Force,Y
2023071962211,Physical Injury,Y,46,BLACK,FEMALE,Physical Force,Y
2023079962109,Physical Injury,Y,39,BLACK,FEMALE,Physical Force,Y
2023079962149,Physical Injury,Y,25,BLACK,FEMALE,Physical Force,Y
2023079962150,Physical Injury,Y,39,BLACK,FEMALE,Physical Force,Y
2023082962035,Physical Injury,Y,28,BLACK,FEMALE,Physical Force,Y
2023086962016,Physical Injury,Y,19,BLACK,FEMALE,Physical Force,Y
2023086962017,Physical Injury,Y,22,BLACK,FEMALE,Physical Force,Y
2023086962041,Physical Injury,Y,28,BLACK,FEMALE,Physical Force,Y
2023086962091,Physical Injury,Y,57,BLACK,FEMALE,Physical Force,Y
2023086962115,Physical Injury,Y,21,BLACK,FEMALE,Physical Force,Y
2023087962030,Physical Injury,Y,28,BLACK,FEMALE,Physical Force,Y
2023088962056,Physical Injury,Y,35,BLACK,FEMALE,Physical Force,Y
2023088962133,Physical Injury,Y,,BLACK,FEMALE,Physical Force,Y
2023089962078,Physical Injury,Y,34,BLACK,FEMALE,Physical Force,Y
2023089962134,Physical Injury,Y,22,BLACK,FEMALE,Physical Force,Y
2023089962158,Physical Injury,Y,35,BLACK,FEMALE,Physical Force,Y
2023089962172,Physical Injury,Y,17,BLACK,FEMALE,Physical Force,Y
2023090962065,Physical Injury,Y,37,BLACK,FEMALE,Physical Force,Y
2023090962108,Physical Injury,Y,41,BLACK,FEMALE,Physical Force,Y
2023092962020,Physical Injury,Y,32,BLACK,FEMALE,Physical Force,Y
2023092962029,Physical Injury,Y,27,BLACK,FEMALE,Physical Force,Y
2023092962268,Physical Injury,Y,30,BLACK,FEMALE,Physical Force,Y
2023092962306,Physical Injury,Y,25,BLACK,FEMALE,Physical Force,Y
2023094962083,Physical Injury,Y,16,BLACK,FEMALE,Physical Force,Y
2023094962148,Physical Injury,Y,30,BLACK,FEMALE,Physical Force,Y
2023094962241,Physical Injury,Y,41,BLACK,FEMALE,Physical Force,Y
2023094962241,Physical Injury,Y,55,BLACK,FEMALE,Physical Force,Y
2023094962285,Physical Injury,Y,40,BLACK,FEMALE,Physical Force,Y
2023094962299,Physical Injury,Y,21,BLACK,FEMALE,Physical Force,Y
2023094962326,Physical Injury,Y,25,BLACK,FEMALE,Physical Force,Y
2023094962390,Physical Injury,Y,33,BLACK,FEMALE,Physical Force,Y
2023094962391,Physical Injury,Y,33,BLACK,FEMALE,Physical Force,Y
2023094962422,Physical Injury,Y,26,BLACK,FEMALE,Physical Force,Y
2023094962429,Physical Injury,Y,30,BLACK,FEMALE,Physical Force,Y
2023096962074,Physical Injury,Y,18,BLACK,FEMALE,Physical Force,Y
2023096962106,Physical Injury,Y,20,BLACK,FEMALE,Physical Force,Y
2023096962112,Physical Injury,Y,19,BLACK,FEMALE,Physical Force,Y
2023096962123,Physical Injury,Y,20,BLACK,FEMALE,Physical Force,Y
2023096962149,Physical Injury,Y,49,BLACK,FEMALE,Physical Force,Y
2023098962045,Physical Injury,Y,33,BLACK,FEMALE,Physical Force,Y
2023098962140,Physical Injury,Y,28,BLACK,FEMALE,Physical Force,Y
2023100962061,Physical Injury,Y,21,BLACK,FEMALE,Physical Force,Y
2023100962104,Physical Injury,Y,33,BLACK,FEMALE,Physical Force,Y
2023100962118,Physical Injury,Y,17,BLACK,FEMALE,Physical Force,Y
2023102962043,Physical Injury,Y,36,BLACK,FEMALE,Physical Force,Y
2023102962106,Physical Injury,Y,39,BLACK,FEMALE,Physical Force,Y
2023103962101,Physical Injury,Y,16,BLACK,FEMALE,Physical Force,Y
2023103962122,Physical Injury,Y,36,BLACK,FEMALE,Physical Force,Y
2023103962140,Physical Injury,Y,51,BLACK,FEMALE,Physical Force,Y
2023107962041,Physical Injury,Y,29,BLACK,FEMALE,Physical Force,Y
2023107962077,Physical Injury,Y,30,BLACK,FEMALE,Physical Force,Y
2023107962078,Physical Injury,Y,42,BLACK,FEMALE,Physical Force,Y
2023107962108,Physical Injury,Y,46,BLACK,FEMALE,Physical Force,Y
2023109962169,Physical Injury,Y,22,BLACK,FEMALE,Physical Force,Y
2023120962068,Physical Injury,Y,34,BLACK,FEMALE,Physical Force,Y
2023120962094,Physical Injury,Y,34,BLACK,FEMALE,Physical Force,Y
2023122962030,Physical Injury,Y,19,BLACK,FEMALE,Physical Force,Y
2023122962075,Physical Injury,Y,30,BLACK,FEMALE,Physical Force,Y
2023122962077,Physical Injury,Y,29,BLACK,FEMALE,Physical Force,Y
2023122962137,Physical Injury,Y,29,BLACK,FEMALE,Physical Force,Y
2023122962165,Physical Injury,Y,22,BLACK,FEMALE,Physical Force,Y
2023122962209,Physical Injury,Y,59,BLACK,FEMALE,Physical Force,Y
2023122962221,Physical Injury,Y,30,BLACK,FEMALE,Physical Force,Y
2023122962228,Physical Injury,Y,44,BLACK,FEMALE,Physical Force,Y
2023122962229,Physical Injury,Y,29,BLACK,FEMALE,Physical Force,Y
2023122962233,Physical Injury,Y,17,BLACK,FEMALE,Physical Force,Y
2023122962261,Physical Injury,Y,31,BLACK,FEMALE,Physical Force,Y
2023122962277,Physical Injury,Y,19,BLACK,FEMALE,Physical Force,Y
2023122962311,Physical Injury,Y,52,BLACK,FEMALE,Physical Force,Y
2023122962362,Physical Injury,Y,22,BLACK,FEMALE,Physical Force,Y
2023124962016,Physical Injury,Y,,BLACK,FEMALE,Physical Force,Y
2023124962016,Physical Injury,Y,42,BLACK,FEMALE,Physical Force,Y
2023124962049,Physical Injury,Y,29,BLACK,FEMALE,Physical Force,Y
2023124962049,Physical Injury,Y,,BLACK,FEMALE,Physical Force,Y
2023124962077,Physical Injury,Y,63,BLACK,FEMALE,Physical Force,Y
2023124962080,Physical Injury,Y,63,BLACK,FEMALE,Physical Force,Y
2023124962094,Physical Injury,Y,17,BLACK,FEMALE,Physical Force,Y
2023124962104,Physical Injury,Y,32,BLACK,FEMALE,Physical Force,Y
2023124962166,Physical Injury,Y,24,BLACK,FEMALE,Physical Force,Y
2023124962175,Physical Injury,Y,21,BLACK,FEMALE,Physical Force,Y
2023124962185,Physical Injury,Y,61,BLACK,FEMALE,Physical Force,Y
2023125962062,Physical Injury,Y,22,BLACK,FEMALE,Physical Force,Y
2023127962037,Physical Injury,Y,53,BLACK,FEMALE,Physical Force,Y
2023128962098,Physical Injury,Y,37,BLACK,FEMALE,Physical Force,Y
2023128962123,Physical Injury,Y,35,BLACK,FEMALE,Physical Force,Y
2023129962199,Physical Injury,Y,16,BLACK,FEMALE,Physical Force,Y
2023130962030,Physical Injury,Y,40,BLACK,FEMALE,Physical Force,Y
2023131962065,Physical Injury,Y,26,BLACK,FEMALE,Physical Force,Y
2023132962020,Physical Injury,Y,37,BLACK,FEMALE,Physical Force,Y
2023132962161,Physical Injury,Y,43,BLACK,FEMALE,Physical Force,Y
2023133962097,Physical Injury,Y,37,BLACK,FEMALE,Physical Force,Y
2023133962099,Physical Injury,Y,29,BLACK,FEMALE,Physical Force,Y
2023134962061,Physical Injury,Y,29,BLACK,FEMALE,Physical Force,Y
2023134962062,Physical Injury,Y,,BLACK,FEMALE,Physical Force,Y
2023139962252,Physical Injury,Y,38,BLACK,FEMALE,Physical Force,Y
2023139962260,Physical Injury,Y,19,BLACK,FEMALE,Physical Force,Y
2023139962308,Physical Injury,Y,28,BLACK,FEMALE,Physical Force,Y
2023139962334,Physical Injury,Y,27,BLACK,FEMALE,Physical Force,Y
2023140962015,Physical Injury,Y,14,BLACK,FEMALE,Physical Force,Y
2023140962120,Physical Injury,Y,32,BLACK,FEMALE,Physical Force,Y
2023140962122,Physical Injury,Y,15,BLACK,FEMALE,Physical Force,Y
2023141962043,Physical Injury,Y,23,BLACK,FEMALE,Physical Force,Y
2024033962022,Physical Injury,Y,43,BLACK,FEMALE,Physical Force,Y
2024042962061,Physical Injury,Y,48,BLACK,FEMALE,Physical Force,Y
2024047962024,Physical Injury,Y,32,BLACK,FEMALE,Physical Force,Y
2024047962044,Physical Injury,Y,28,BLACK,FEMALE,Physical Force,Y
2024059962104,Physical Injury,Y,49,BLACK,FEMALE,Physical Force,Y
2024059962112,Physical Injury,Y,37,BLACK,FEMALE,Physical Force,Y
2024059962128,Physical Injury,Y,79,BLACK,FEMALE,Physical Force,Y
2024059962129,Physical Injury,Y,73,BLACK,FEMALE,Physical Force,Y
2024060962044,Physical Injury,Y,25,BLACK,FEMALE,Physical Force,Y
2024063962104,Physical Injury,Y,27,BLACK,FEMALE,Physical Force,Y
2024063962110,Physical Injury,Y,30,BLACK,FEMALE,Physical Force,Y
2024066962073,Physical Injury,Y,31,BLACK,FEMALE,Physical Force,Y
2024067962021,Physical Injury,Y,29,BLACK,FEMALE,Physical Force,Y
2024067962078,Physical Injury,Y,35,BLACK,FEMALE,Physical Force,Y
2024068962017,Physical Injury,Y,19,BLACK,FEMALE,Physical Force,Y
2024080962016,Physical Injury,Y,28,BLACK,FEMALE,Physical Force,Y
2024086962049,Physical Injury,Y,32,BLACK,FEMALE,Physical Force,Y
2024086962060,Physical Injury,Y,39,BLACK,FEMALE,Physical Force,Y
2024088962022,Physical Injury,Y,31,BLACK,FEMALE,Physical Force,Y
2024089962023,Physical Injury,Y,34,BLACK,FEMALE,Physical Force,Y
2024092962052,Physical Injury,Y,26,BLACK,FEMALE,Physical Force,Y
2024094962032,Physical Injury,Y,31,BLACK,FEMALE,Physical Force,Y
2024094962036,Physical Injury,Y,28,BLACK,FEMALE,Physical Force,Y
2024094962037,Physical Injury,Y,19,BLACK,FEMALE,Physical Force,Y
2024094962045,Physical Injury,Y,34,BLACK,FEMALE,Physical Force,Y
2024094962050,Physical Injury,Y,62,BLACK,FEMALE,Physical Force,Y
2024094962063,Physical Injury,Y,30,BLACK,FEMALE,Physical Force,Y
2024094962077,Physical Injury,Y,24,BLACK,FEMALE,Physical Force,Y
2024094962114,Physical Injury,Y,23,BLACK,FEMALE,Physical Force,Y
2024097962019,Physical Injury,Y,41,BLACK,FEMALE,Physical Force,Y
2024100962049,Physical Injury,Y,21,BLACK,FEMALE,Physical Force,Y
2024107962030,Physical Injury,Y,40,BLACK,FEMALE,Physical Force,Y
2024107962032,Physical Injury,Y,39,BLACK,FEMALE,Physical Force,Y
2024109962039,Physical Injury,Y,31,BLACK,FEMALE,Physical Force,Y
2024119962024,Physical Injury,Y,,BLACK,FEMALE,Physical Force,Y
2024120962019,Physical Injury,Y,26,BLACK,FEMALE,Physical Force,Y
2024122962082,Physical Injury,Y,24,BLACK,FEMALE,Physical Force,Y
2024126962036,Physical Injury,Y,22,BLACK,FEMALE,Physical Force,Y
2024129962027,Physical Injury,Y,23,BLACK,FEMALE,Physical Force,Y
2024132962050,Physical Injury,Y,22,BLACK,FEMALE,Physical Force,Y
2024133962015,Physical Injury,Y,19,BLACK,FEMALE,Physical Force,Y
2024133962022,Physical Injury,Y,24,BLACK,FEMALE,Physical Force,Y
2020020962038,Physical Injury,Y,17,ASIAN,MALE,Physical Force,Y
2020020962070,Physical Injury,Y,29,ASIAN,MALE,Physical Force,Y
2020025962071,Physical Injury,Y,27,ASIAN,MALE,Physical Force,Y
2020026962075,Physical Injury,Y,48,ASIAN,MALE,Physical Force,Y
2020028962130,Physical Injury,Y,38,ASIAN,MALE,Physical Force,Y
2020029962044,Physical Injury,Y,42,ASIAN,MALE,Physical Force,Y
2020062962096,Physical Injury,Y,23,ASIAN,MALE,Physical Force,Y
2020067962127,Physical Injury,Y,16,ASIAN,MALE,Physical Force,Y
2020079962037,Physical Injury,Y,29,ASIAN,MALE,Physical Force,Y
2020081962052,Physical Injury,Y,20,ASIAN,MALE,Physical Force,Y
2020082962089,Physical Injury,Y,30,ASIAN,MALE,Physical Force,Y
2020087962071,Physical Injury,Y,22,ASIAN,MALE,Physical Force,Y
2020091962086,Physical Injury,Y,35,ASIAN,MALE,Physical Force,Y
2020091962097,Physical Injury,Y,26,ASIAN,MALE,Physical Force,Y
2020095962039,Physical Injury,Y,34,ASIAN,MALE,Physical Force,Y
2020102962036,Physical Injury,Y,29,ASIAN,MALE,Physical Force,Y
2020107962051,Physical Injury,Y,16,ASIAN,MALE,Physical Force,Y
2020121962029,Physical Injury,Y,20,ASIAN,MALE,Physical Force,Y
2020121962033,Physical Injury,Y,24,ASIAN,MALE,Physical Force,Y
2020121962072,Physical Injury,Y,24,ASIAN,MALE,Physical Force,Y
2020121962088,Physical Injury,Y,30,ASIAN,MALE,Physical Force,Y
2020122962026,Physical Injury,Y,40,ASIAN,MALE,Physical Force,Y
2020122962039,Physical Injury,Y,28,ASIAN,MALE,Physical Force,Y
2020122962127,Physical Injury,Y,39,ASIAN,MALE,Physical Force,Y
2020122962192,Physical Injury,Y,39,ASIAN,MALE,Physical Force,Y
2020122962231,Physical Injury,Y,35,ASIAN,MALE,Physical Force,Y
2020123962091,Physical Injury,Y,30,ASIAN,MALE,Physical Force,Y
2020125962039,Physical Injury,Y,24,ASIAN,MALE,Physical Force,Y
2020125962040,Physical Injury,Y,18,ASIAN,MALE,Physical Force,Y
2020125962042,Physical Injury,Y,25,ASIAN,MALE,Physical Force,Y
2020125962072,Physical Injury,Y,33,ASIAN,MALE,Physical Force,Y
2020125962076,Physical Injury,Y,44,ASIAN,MALE,Physical Force,Y
2020126962039,Physical Injury,Y,52,ASIAN,MALE,Physical Force,Y
2020128962028,Physical Injury,Y,31,ASIAN,MALE,Physical Force,Y
2020128962029,Physical Injury,Y,40,ASIAN,MALE,Physical Force,Y
2020128962041,Physical Injury,Y,27,ASIAN,MALE,Physical Force,Y
2020128962054,Physical Injury,Y,21,ASIAN,MALE,Physical Force,Y
2020129962101,Physical Injury,Y,50,ASIAN,MALE,Physical Force,Y
2020130962020,Physical Injury,Y,22,ASIAN,MALE,Physical Force,Y
2020131962039,Physical Injury,Y,18,ASIAN,MALE,Physical Force,Y
2020131962042,Physical Injury,Y,63,ASIAN,MALE,Physical Force,Y
2020132962054,Physical Injury,Y,24,ASIAN,MALE,Physical Force,Y
2020139962089,Physical Injury,Y,47,ASIAN,MALE,Physical Force,Y
2020141962048,Physical Injury,Y,31,ASIAN,MALE,Physical Force,Y
2021025962051,Physical Injury,Y,25,ASIAN,MALE,Physical Force,Y
2021025962087,Physical Injury,Y,53,ASIAN,MALE,Physical Force,Y
2021029962075,Physical Injury,Y,39,ASIAN,MALE,Physical Force,Y
2021032962055,Physical Injury,Y,23,ASIAN,MALE,Physical Force,Y
2021036962042,Physical Injury,Y,17,ASIAN,MALE,Physical Force,Y
2021036962066,Physical Injury,Y,42,ASIAN,MALE,Physical Force,Y
2021037962056,Physical Injury,Y,23,ASIAN,MALE,Physical Force,Y
2021061962047,Physical Injury,Y,37,ASIAN,MALE,Physical Force,Y
2021079962089,Physical Injury,Y,22,ASIAN,MALE,Physical Force,Y
2021085962029,Physical Injury,Y,35,ASIAN,MALE,Physical Force,Y
2021087962041,Physical Injury,Y,32,ASIAN,MALE,Physical Force,Y
2021097962063,Physical Injury,Y,27,ASIAN,MALE,Physical Force,Y
2021107962094,Physical Injury,Y,40,ASIAN,MALE,Physical Force,Y
2021122962199,Physical Injury,Y,21,ASIAN,MALE,Physical Force,Y
2021123962107,Physical Injury,Y,41,ASIAN,MALE,Physical Force,Y
2021124962036,Physical Injury,Y,24,ASIAN,MALE,Physical Force,Y
2021125962058,Physical Injury,Y,17,ASIAN,MALE,Physical Force,Y
2021125962085,Physical Injury,Y,34,ASIAN,MALE,Physical Force,Y
2021128962040,Physical Injury,Y,,ASIAN,MALE,Physical Force,Y
2021128962079,Physical Injury,Y,49,ASIAN,MALE,Physical Force,Y
2021128962082,Physical Injury,Y,38,ASIAN,MALE,Physical Force,Y
2021128962082,Physical Injury,Y,37,ASIAN,MALE,Physical Force,Y
2021128962095,Physical Injury,Y,39,ASIAN,MALE,Physical Force,Y
2021129962026,Physical Injury,Y,22,ASIAN,MALE,Physical Force,Y
2021133962031,Physical Injury,Y,35,ASIAN,MALE,Physical Force,Y
2021133962068,Physical Injury,Y,37,ASIAN,MALE,Physical Force,Y
2021133962096,Physical Injury,Y,23,ASIAN,MALE,Physical Force,Y
2021133962163,Physical Injury,Y,27,ASIAN,MALE,Physical Force,Y
2021134962050,Physical Injury,Y,22,ASIAN,MALE,Physical Force,Y
2022020962038,Physical Injury,Y,27,ASIAN,MALE,Physical Force,Y
2022024962092,Physical Injury,Y,55,ASIAN,MALE,Physical Force,Y
2022024962213,Physical Injury,Y,47,ASIAN,MALE,Physical Force,Y
2022025962017,Physical Injury,Y,36,ASIAN,MALE,Physical Force,Y
2022025962035,Physical Injury,Y,26,ASIAN,MALE,Physical Force,Y
2022025962061,Physical Injury,Y,34,ASIAN,MALE,Physical Force,Y
2022025962119,Physical Injury,Y,27,ASIAN,MALE,Physical Force,Y
2022036962021,Physical Injury,Y,31,ASIAN,MALE,Physical Force,Y
2022037962069,Physical Injury,Y,34,ASIAN,MALE,Physical Force,Y
2022044962057,Physical Injury,Y,34,ASIAN,MALE,Physical Force,Y
2022051962126,Physical Injury,Y,44,ASIAN,MALE,Physical Force,Y
2022053962075,Physical Injury,Y,21,ASIAN,MALE,Physical Force,Y
2022059962303,Physical Injury,Y,35,ASIAN,MALE,Physical Force,Y
2022059962325,Physical Injury,Y,,ASIAN,MALE,Physical Force,Y
2022064962057,Physical Injury,Y,36,ASIAN,MALE,Physical Force,Y
2022069962055,Physical Injury,Y,31,ASIAN,MALE,Physical Force,Y
2022080962056,Physical Injury,Y,31,ASIAN,MALE,Physical Force,Y
2022081962026,Physical Injury,Y,18,ASIAN,MALE,Physical Force,Y
2022081962044,Physical Injury,Y,19,ASIAN,MALE,Physical Force,Y
2022081962067,Physical Injury,Y,45,ASIAN,MALE,Physical Force,Y
2022081962070,Physical Injury,Y,30,ASIAN,MALE,Physical Force,Y
2022081962072,Physical Injury,Y,52,ASIAN,MALE,Physical Force,Y
2022085962039,Physical Injury,Y,23,ASIAN,MALE,Physical Force,Y
2022087962061,Physical Injury,Y,47,ASIAN,MALE,Physical Force,Y
2022087962062,Physical Injury,Y,31,ASIAN,MALE,Physical Force,Y
2022087962069,Physical Injury,Y,31,ASIAN,MALE,Physical Force,Y
2022089962106,Physical Injury,Y,31,ASIAN,MALE,Physical Force,Y
2022090962136,Physical Injury,Y,41,ASIAN,MALE,Physical Force,Y
2022091962060,Physical Injury,Y,35,ASIAN,MALE,Physical Force,Y
2022091962118,Physical Injury,Y,36,ASIAN,MALE,Physical Force,Y
2022092962104,Physical Injury,Y,37,ASIAN,MALE,Physical Force,Y
2022098962021,Physical Injury,Y,46,ASIAN,MALE,Physical Force,Y
2022098962080,Physical Injury,Y,32,ASIAN,MALE,Physical Force,Y
2022102962086,Physical Injury,Y,23,ASIAN,MALE,Physical Force,Y
2022121962024,Physical Injury,Y,66,ASIAN,MALE,Physical Force,Y
2022121962061,Physical Injury,Y,26,ASIAN,MALE,Physical Force,Y
2022121962065,Physical Injury,Y,49,ASIAN,MALE,Physical Force,Y
2022121962067,Physical Injury,Y,31,ASIAN,MALE,Physical Force,Y
2022121962137,Physical Injury,Y,22,ASIAN,MALE,Physical Force,Y
2022122962292,Physical Injury,Y,18,ASIAN,MALE,Physical Force,Y
2022123962028,Physical Injury,Y,32,ASIAN,MALE,Physical Force,Y
2022124962073,Physical Injury,Y,40,ASIAN,MALE,Physical Force,Y
2022124962106,Physical Injury,Y,32,ASIAN,MALE,Physical Force,Y
2022125962018,Physical Injury,Y,23,ASIAN,MALE,Physical Force,Y
2022125962036,Physical Injury,Y,14,ASIAN,MALE,Physical Force,Y
2022125962050,Physical Injury,Y,16,ASIAN,MALE,Physical Force,Y
2022125962059,Physical Injury,Y,34,ASIAN,MALE,Physical Force,Y
2022125962070,Physical Injury,Y,24,ASIAN,MALE,Physical Force,Y
2022125962094,Physical Injury,Y,53,ASIAN,MALE,Physical Force,Y
2022125962116,Physical Injury,Y,36,ASIAN,MALE,Physical Force,Y
2022126962041,Physical Injury,Y,14,ASIAN,MALE,Physical Force,Y
2022127962082,Physical Injury,Y,28,ASIAN,MALE,Physical Force,Y
2022128962049,Physical Injury,Y,35,ASIAN,MALE,Physical Force,Y
